CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*)
2,LA PAZ,21302,UMALA,36,15,1,3,11
2,LA PAZ,21304,CALAMARCA,36,8,6,0,2
2,LA PAZ,21305,PATACAMAYA,36,66,6,7,53
2,LA PAZ,21306,COLQUENCHA,36,5,5,0,0
2,LA PAZ,21307,COLLANA,36,1,0,0,1
2,LA PAZ,21401,COROICO,36,25,4,1,20
2,LA PAZ,21402,CORIPATA,36,35,4,5,26
2,LA PAZ,21502,SAN BUENA VENTURA,36,24,13,1,10
2,LA PAZ,21601,GRAL. J.J. PEREZ (CHARAZANI),36,1,1,0,0
2,LA PAZ,21701,COPACABANA,36,34,27,0,7
2,LA PAZ,21702,SAN PEDRO DE TIQUINA,36,6,6,0,0
2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),36,1,1,0,0
2,LA PAZ,21802,PAPEL PAMPA,36,1,0,0,1
2,LA PAZ,21803,CHACARILLA,36,5,5,0,0
2,LA PAZ,21901,SANTIAGO DE MACHACA,36,4,4,0,0
2,LA PAZ,22001,CARANAVI,36,64,8,4,52
2,LA PAZ,22002,ALTO BENI,36,3,0,1,2
3,COCHABAMBA,30101,COCHABAMBA,36,7449,1170,569,5710
3,COCHABAMBA,30201,AIQUILE,36,40,6,6,28
3,COCHABAMBA,30202,PASORAPA,36,1,1,0,0
3,COCHABAMBA,30203,OMEREQUE,36,15,1,1,13
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),36,24,21,2,1
3,COCHABAMBA,30302,MOROCHATA,36,1,1,0,0
3,COCHABAMBA,30303,COCAPATA,36,2,0,1,1
3,COCHABAMBA,30401,TARATA,36,39,6,9,24
3,COCHABAMBA,30402,ANZALDO,36,16,13,0,3
3,COCHABAMBA,30403,ARBIETO,36,17,2,4,11
3,COCHABAMBA,30404,SACABAMBA,36,1,1,0,0
3,COCHABAMBA,30501,ARANI,36,29,19,2,8
3,COCHABAMBA,30502,VACAS,36,9,3,0,6
3,COCHABAMBA,30601,ARQUE,36,4,1,2,1
3,COCHABAMBA,30602,TACOPAYA,36,3,3,0,0
3,COCHABAMBA,30701,CAPINOTA,36,92,59,6,27
3,COCHABAMBA,30702,SANTIVAÑES,36,29,3,1,25
3,COCHABAMBA,30703,SICAYA,36,8,3,0,5
3,COCHABAMBA,30801,CLIZA,36,33,7,4,22
3,COCHABAMBA,30802,TOCO,36,7,3,2,2
3,COCHABAMBA,30803,TOLATA,36,28,20,4,4
3,COCHABAMBA,30901,QUILLACOLLO,36,1098,462,73,563
3,COCHABAMBA,30902,SIPE SIPE,36,224,103,11,110
3,COCHABAMBA,30903,TIQUIPAYA,36,244,98,17,129
3,COCHABAMBA,30904,VINTO,36,245,43,27,175
3,COCHABAMBA,30905,COLCAPIRHUA,36,189,77,24,88
3,COCHABAMBA,31001,SACABA,36,835,346,69,420
3,COCHABAMBA,31002,COLOMI,36,39,20,3,16
3,COCHABAMBA,31003,VILLA TUNARI,36,155,15,12,128
3,COCHABAMBA,31101,TAPACARI,36,17,7,2,8
3,COCHABAMBA,31201,TOTORA(CBBA),36,49,22,1,26
3,COCHABAMBA,31202,POJO (CBBA),36,14,11,0,3
3,COCHABAMBA,31203,POCONA,36,16,1,1,14
3,COCHABAMBA,31204,CHIMORE,36,160,7,11,142
3,COCHABAMBA,31205,PUERTO VILLARROEL,36,473,80,32,361
3,COCHABAMBA,31206,ENTRE RIOS CBBA,36,430,50,38,342
3,COCHABAMBA,31301,MIZQUE,36,78,25,3,50
3,COCHABAMBA,31302,VILA VILA,36,2,0,0,2
3,COCHABAMBA,31401,PUNATA,36,124,5,23,96
3,COCHABAMBA,31402,VILLA RIVERO,36,8,6,0,2
3,COCHABAMBA,31403,SAN BENITO,36,89,15,2,72
3,COCHABAMBA,31404,TACACHI,36,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,36,6,0,0,6
3,COCHABAMBA,31601,TIRAQUE (CBBA),36,12,2,4,6
3,COCHABAMBA,31602,SHINAOTA,36,260,82,8,170
4,ORURO,40101,ORURO,36,4239,2503,211,1525
4,ORURO,40102,CARACOLLO,36,30,14,10,6
4,ORURO,40104,SORACACHI,36,2,1,1,0
4,ORURO,40201,CHALLAPATA,36,129,116,3,10
4,ORURO,40202,SANTUARIO DE QUILLACAS,36,18,10,0,8
4,ORURO,40401,CURAHUARA DE CARANGAS,36,1,0,0,1
4,ORURO,40402,TURCO,36,3,2,0,1
4,ORURO,40501,HUACHACALLA,36,33,4,5,24
4,ORURO,40502,ESCARA,36,5,5,0,0
4,ORURO,40504,YUNGUYO DE LITORAL,36,1,1,0,0
4,ORURO,40505,ESMERALDA,36,7,1,0,6
4,ORURO,40601,POOPO,36,20,9,1,10
4,ORURO,40602,PAZÑA,36,3,3,0,0
4,ORURO,40603,ANTEQUERA,36,8,1,0,7
4,ORURO,40701,HUANUNI,36,495,109,25,361
4,ORURO,40702,MACHACAMARCA,36,23,12,1,10
4,ORURO,40801,SALINAS DE GARCI MENDOZA,36,12,9,0,3
4,ORURO,40802,PAMPA AULLAGAS,36,1,1,0,0
4,ORURO,40901,SABAYA,36,34,30,1,3
4,ORURO,40902,COIPASA,36,1,0,0,1
4,ORURO,41001,TOLEDO,36,11,8,2,1
4,ORURO,41101,EUCALIPTUS,36,41,5,4,32
4,ORURO,41201,ANDAMARCA,36,4,4,0,0
4,ORURO,41301,TOTORA(ORR),36,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,36,14,4,5,5
4,ORURO,41501,LA RIVERA,36,2,2,0,0
4,ORURO,41601,HUAYLLAMARCA,36,6,3,2,1
5,POTOSI,50101,POTOSI,36,3258,2503,119,636
5,POTOSI,50102,TINGUIPAYA,36,17,10,0,7
5,POTOSI,50103,YOCALLA,36,2,1,1,0
5,POTOSI,50104,BELEN DE URMIRI,36,5,5,0,0
5,POTOSI,50201,UNCIA,36,272,203,0,69
5,POTOSI,50202,CHAYANTA,36,36,12,1,23
5,POTOSI,50203,LLALLAGUA,36,790,588,17,185
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,36,17,16,1,0
5,POTOSI,50301,BETANZOS,36,102,38,5,59
5,POTOSI,50302,CHAQUI,36,2,2,0,0
5,POTOSI,50303,TACOBAMBA,36,26,26,0,0
5,POTOSI,50401,COLQUECHACA,36,34,26,1,7
5,POTOSI,50402,RAVELO,36,32,18,1,13
5,POTOSI,50403,POCOATA,36,38,18,6,14
5,POTOSI,50404,OCURI,36,46,32,1,13
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,36,12,4,1,7
5,POTOSI,50502,TORO TORO,36,35,34,1,0
5,POTOSI,50601,COTAGAITA,36,60,59,1,0
5,POTOSI,50602,VITICHI,36,87,84,0,3
5,POTOSI,50701,SACACA,36,9,6,3,0
5,POTOSI,50702,CARIPUYO,36,4,4,0,0
5,POTOSI,50801,TUPIZA,36,129,111,10,8
5,POTOSI,50802,ATOCHA,36,85,59,4,22
5,POTOSI,50901,"COLCHA ""K""",36,99,24,2,73
5,POTOSI,50902,SAN PEDRO DE QUEMES,36,4,4,0,0
5,POTOSI,51001,SAN PABLO DE LIPEZ,36,5,5,0,0
5,POTOSI,51101,PUNA,36,53,36,2,15
5,POTOSI,51102,"CAIZA ""D""",36,63,29,1,33
5,POTOSI,51103,CKOCHAS,36,10,10,0,0
5,POTOSI,51201,UYUNI,36,170,133,14,23
5,POTOSI,51202,TOMAVE,36,38,32,0,6
5,POTOSI,51203,PORCO,36,15,14,1,0
5,POTOSI,51301,ARAMPAMPA,36,4,4,0,0
5,POTOSI,51302,ACACIO,36,9,9,0,0
5,POTOSI,51401,LLICA,36,18,17,1,0
5,POTOSI,51402,TAHUA,36,17,14,0,3
5,POTOSI,51501,VILLAZON,36,496,431,7,58
5,POTOSI,51601,SAN AGUSTIN,36,8,7,0,1
6,TARIJA,60101,TARIJA,36,5422,2024,133,3265
6,TARIJA,60201,PADCAYA,36,155,97,0,58
6,TARIJA,60202,BERMEJO,36,322,246,7,69
6,TARIJA,60301,YACUIBA,36,1410,1111,58,241
6,TARIJA,60302,CARAPARI,36,208,64,1,143
6,TARIJA,60303,VILLA MONTES,36,413,205,10,198
6,TARIJA,60401,URIONDO (A. CONCEPCION),36,174,96,1,77
6,TARIJA,60402,YUNCHARA,36,25,18,0,7
6,TARIJA,60501,SAN LORENZO(TJA),36,526,318,4,204
6,TARIJA,60502,EL PUENTE(TJA),36,64,26,2,36
6,TARIJA,60601,ENTRE RIOS TRJ,36,161,97,2,62
7,SANTA CRUZ,70101,SANTA CRUZ,36,26810,1828,1474,23508
7,SANTA CRUZ,70102,COTOCA,36,1182,647,14,521
7,SANTA CRUZ,70103,PORONGO,36,197,65,1,131
7,SANTA CRUZ,70104,LA GUARDIA,36,1382,488,7,887
7,SANTA CRUZ,70105,EL TORNO,36,1039,436,31,572
7,SANTA CRUZ,70201,WARNES,36,820,223,13,584
7,SANTA CRUZ,70202,OKINAWA UNO,36,122,29,5,88
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,36,334,58,54,222
7,SANTA CRUZ,70401,BUENA VISTA,36,110,41,0,69
7,SANTA CRUZ,70402,SAN CARLOS,36,275,85,0,190
7,SANTA CRUZ,70403,YAPACANI,36,721,189,0,532
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,36,153,42,0,111
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,36,244,19,18,207
7,SANTA CRUZ,70502,PAILON,36,400,104,9,287
7,SANTA CRUZ,70503,ROBORÉ,36,271,106,7,158
7,SANTA CRUZ,70601,PORTACHUELO,36,261,16,4,241
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,36,181,23,0,158
7,SANTA CRUZ,70603,COLPA BÉLGICA,36,144,4,8,132
7,SANTA CRUZ,70701,LAGUNILLAS,36,16,12,0,4
7,SANTA CRUZ,70703,CABEZAS,36,55,23,1,31
7,SANTA CRUZ,70706,CAMIRI,36,505,387,8,110
7,SANTA CRUZ,70801,VALLE GRANDE,36,97,36,5,56
7,SANTA CRUZ,70802,TRIGAL,36,12,3,0,9
7,SANTA CRUZ,70803,MORO MORO,36,30,7,1,22
7,SANTA CRUZ,70901,SAMAIPATA,36,34,2,2,30
7,SANTA CRUZ,70902,PAMPA GRANDE,36,71,38,4,29
7,SANTA CRUZ,70903,MAIRANA,36,105,19,4,82
7,SANTA CRUZ,71001,MONTERO,36,2945,153,169,2623
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,36,72,0,2,70
7,SANTA CRUZ,71003,MINEROS,36,135,0,11,124
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,36,211,50,2,159
7,SANTA CRUZ,71005,SAN PEDRO,36,386,80,1,305
7,SANTA CRUZ,71101,CONCEPCIÓN,36,281,124,7,150
7,SANTA CRUZ,71102,SAN JAVIER,36,85,23,6,56
7,SANTA CRUZ,71104,SAN JULIÁN,36,239,0,12,227
7,SANTA CRUZ,71106,CUATRO CAÑADAS,36,158,22,12,124
7,SANTA CRUZ,71401,PUERTO SUAREZ,36,81,7,0,74
7,SANTA CRUZ,71402,PUERTO QUIJARRO,36,229,70,0,159
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,36,39,0,5,34
7,SANTA CRUZ,71503,EL PUENTE (SCZ),36,60,25,4,31
7,SANTA CRUZ,71301,COMARAPA,36,80,32,0,48
7,SANTA CRUZ,70702,CHARAGUA,36,24,18,1,5
7,SANTA CRUZ,70904,QUIRUSILLAS,36,13,10,1,2
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,36,82,0,20,62
7,SANTA CRUZ,71201,SAN MATIAS,36,38,6,0,32
7,SANTA CRUZ,71502,URUBICHA,36,44,15,2,27
7,SANTA CRUZ,70707,BOYUIBE,36,22,22,0,0
7,SANTA CRUZ,70705,GUTIERREZ,36,22,19,1,2
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,36,39,16,0,23
7,SANTA CRUZ,71302,SAIPINA,36,25,11,0,14
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,36,27,4,2,21
7,SANTA CRUZ,70303,SAN RAFAEL,36,30,3,0,27
7,SANTA CRUZ,71103,SAN RAMON,36,147,81,6,60
8,BENI,80101,TRINIDAD,36,3925,3289,209,427
8,BENI,80102,SAN JAVIER(BNI),36,13,13,0,0
8,BENI,80201,RIBERALTA,36,685,573,63,49
8,BENI,80202,GUAYARAMERIN,36,483,439,29,15
8,BENI,80301,REYES,36,78,69,4,5
8,BENI,80302,SAN BORJA,36,347,302,8,37
8,BENI,80303,SANTA ROSA,36,96,93,1,2
8,BENI,80304,RURRENABAQUE,36,362,299,3,60
8,BENI,80401,SANTA ANA,36,267,40,6,221
8,BENI,80402,EXALTACION,36,42,34,0,8
8,BENI,80501,SAN IGNACIO,36,99,31,4,64
8,BENI,80601,LORETO,36,54,53,1,0
8,BENI,80602,SAN ANDRES,36,98,98,0,0
8,BENI,80701,SAN JOAQUIN,36,138,7,6,125
8,BENI,80702,SAN RAMON BENI,36,96,2,3,91
8,BENI,80703,PUERTO SILES,36,2,2,0,0
9,PANDO,90101,COBIJA,36,1690,1340,148,202
9,PANDO,90102,PORVENIR,36,37,35,2,0
9,PANDO,90103,BOLPEBRA,36,46,7,0,39
9,PANDO,90201,PUERTO RICO,36,145,132,1,12
9,PANDO,90202,SAN PEDRO(PND),36,16,16,0,0
9,PANDO,90203,FILADELFIA,36,17,2,1,14
9,PANDO,90301,PUERTO GONZALO MORENO,36,115,115,0,0
9,PANDO,90302,SAN LORENZO(PND),36,125,77,0,48
9,PANDO,90303,SENA,36,50,18,0,32
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),36,13,8,1,4
9,PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),36,7,7,0,0
9,PANDO,90502,VILLA NUEVA (LOMA ALTA),36,10,4,0,6
9,PANDO,90503,EUREKA (SANTOS MERCADO),36,7,7,0,0
9,PANDO,90104,BELLA FLOR,36,72,46,0,26
1,CHUQUISACA,10101,SUCRE,37,5225,2209,422,2594
1,CHUQUISACA,10102,YOTALA,37,84,56,1,27
1,CHUQUISACA,10103,POROMA,37,15,9,0,6
1,CHUQUISACA,10201,AZURDUY,37,31,24,0,7
1,CHUQUISACA,10202,TARVITA,37,34,27,0,7
1,CHUQUISACA,10301,ZUDAÑEZ,37,23,4,0,19
1,CHUQUISACA,10302,PRESTO,37,67,56,1,10
1,CHUQUISACA,10303,MOJOCOYA,37,29,18,2,9
1,CHUQUISACA,10304,ICLA,37,15,4,0,11
1,CHUQUISACA,10401,PADILLA,37,16,0,0,16
1,CHUQUISACA,10402,TOMINA,37,18,0,0,18
1,CHUQUISACA,10403,SOPACHUY,37,8,5,0,3
1,CHUQUISACA,10404,ALCALA,37,10,0,0,10
1,CHUQUISACA,10405,EL VILLAR,37,2,0,0,2
1,CHUQUISACA,10501,MONTEAGUDO,37,84,19,0,65
1,CHUQUISACA,10601,TARABUCO,37,40,23,2,15
1,CHUQUISACA,10602,YAMPARAEZ,37,57,28,2,27
1,CHUQUISACA,10701,CAMARGO,37,84,29,6,49
1,CHUQUISACA,10702,SAN LUCAS,37,84,24,8,52
1,CHUQUISACA,10703,INCAHUASI,37,35,15,0,20
1,CHUQUISACA,10704,VILLA CHARCAS,37,47,28,2,17
1,CHUQUISACA,10801,VILLA SERRANO,37,10,0,0,10
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),37,4,1,0,3
1,CHUQUISACA,10902,CULPINA,37,46,15,3,28
1,CHUQUISACA,10903,LAS CARRERAS,37,12,1,0,11
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),37,43,4,0,39
1,CHUQUISACA,11003,MACHARETI,37,4,0,0,4
2,LA PAZ,20101,LA PAZ,37,22530,6373,577,15580
2,LA PAZ,20102,PALCA,37,5,5,0,0
2,LA PAZ,20103,MECAPACA,37,22,4,2,16
2,LA PAZ,20104,ACHOCALLA,37,58,23,2,33
2,LA PAZ,20105,EL ALTO,37,8969,2449,261,6259
2,LA PAZ,20201,ACHACACHI,37,33,9,5,19
2,LA PAZ,20202,ANCORAIMES,37,3,1,0,2
2,LA PAZ,20203,CHUA COCANI,37,2,1,0,1
2,LA PAZ,20205,SANTIAGO DE HUATA,37,2,1,0,1
2,LA PAZ,20206,HUATAJATA,37,2,0,0,2
2,LA PAZ,20301,CORO CORO,37,22,4,1,17
2,LA PAZ,20302,CAQUIAVIRI,37,1,0,0,1
2,LA PAZ,20303,CALACOTO,37,4,2,0,2
2,LA PAZ,20304,COMANCHE,37,6,6,0,0
2,LA PAZ,20305,CHARAÑA,37,14,8,0,6
2,LA PAZ,20306,WALDO BALLIVIAN,37,3,1,0,2
2,LA PAZ,20307,NAZACARA DE PACAJES,37,2,2,0,0
2,LA PAZ,20401,PUERTO ACOSTA,37,3,3,0,0
2,LA PAZ,20402,MOCOMOCO,37,2,0,0,2
2,LA PAZ,20403,PUERTO CARABUCO,37,1,0,0,1
2,LA PAZ,20405,ESCOMA,37,4,0,1,3
2,LA PAZ,20501,CHUMA,37,2,0,0,2
2,LA PAZ,20502,AYATA,37,2,0,0,2
2,LA PAZ,20601,SORATA,37,15,9,0,6
2,LA PAZ,20602,GUANAY,37,22,12,1,9
2,LA PAZ,20603,TACACOMA,37,1,0,0,1
2,LA PAZ,20606,TIPUANI,37,2,1,0,1
2,LA PAZ,20607,MAPIRI,37,2,0,1,1
2,LA PAZ,20608,TEOPONTE,37,8,1,0,7
2,LA PAZ,20701,APOLO,37,2,0,0,2
2,LA PAZ,20702,PELECHUCO,37,2,2,0,0
2,LA PAZ,20801,VIACHA,37,608,187,10,411
2,LA PAZ,20802,GUAQUI,37,3,2,0,1
2,LA PAZ,20803,TIAWANACU,37,12,8,0,4
2,LA PAZ,20804,DESAGUADERO,37,3,3,0,0
2,LA PAZ,20806,JESUS DE MACHACA,37,7,7,0,0
2,LA PAZ,20901,LURIBAY,37,1,0,0,1
2,LA PAZ,20902,SAPAHAQUI,37,7,2,0,5
2,LA PAZ,20903,YACO,37,4,2,0,2
2,LA PAZ,20904,MALLA,37,6,0,0,6
2,LA PAZ,20905,CAIROMA,37,16,0,0,16
2,LA PAZ,21001,INQUISIVI,37,10,3,0,7
2,LA PAZ,21002,QUIME,37,13,5,1,7
2,LA PAZ,21003,CAJUATA,37,2,0,1,1
2,LA PAZ,21004,COLQUIRI,37,69,4,7,58
2,LA PAZ,21005,ICHOCA,37,1,0,0,1
2,LA PAZ,21006,LICOMA PAMPA,37,1,0,0,1
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),37,31,12,4,15
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),37,47,17,2,28
2,LA PAZ,21103,YANACACHI,37,10,1,0,9
2,LA PAZ,21104,PALOS BLANCOS,37,33,6,3,24
2,LA PAZ,21105,LA ASUNTA,37,10,6,1,3
2,LA PAZ,21201,PUCARANI,37,20,5,1,14
2,LA PAZ,21202,LAJA,37,40,5,5,30
2,LA PAZ,21203,BATALLAS,37,53,10,2,41
2,LA PAZ,21204,PUERTO PEREZ,37,2,2,0,0
2,LA PAZ,21301,SICA SICA (VILLA AROMA),37,12,3,3,6
2,LA PAZ,21302,UMALA,37,15,1,3,11
2,LA PAZ,21304,CALAMARCA,37,8,4,0,4
2,LA PAZ,21305,PATACAMAYA,37,67,5,7,55
2,LA PAZ,21306,COLQUENCHA,37,5,1,0,4
2,LA PAZ,21307,COLLANA,37,1,0,0,1
2,LA PAZ,21401,COROICO,37,26,1,1,24
2,LA PAZ,21402,CORIPATA,37,37,6,5,26
2,LA PAZ,21502,SAN BUENA VENTURA,37,30,19,1,10
2,LA PAZ,21601,GRAL. J.J. PEREZ (CHARAZANI),37,4,4,0,0
2,LA PAZ,21701,COPACABANA,37,34,15,0,19
2,LA PAZ,21702,SAN PEDRO DE TIQUINA,37,6,1,0,5
2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),37,1,1,0,0
2,LA PAZ,21802,PAPEL PAMPA,37,1,0,0,1
2,LA PAZ,21803,CHACARILLA,37,5,5,0,0
2,LA PAZ,21901,SANTIAGO DE MACHACA,37,4,2,0,2
2,LA PAZ,21902,CATACORA,37,1,1,0,0
2,LA PAZ,22001,CARANAVI,37,66,3,4,59
2,LA PAZ,22002,ALTO BENI,37,4,1,1,2
3,COCHABAMBA,30101,COCHABAMBA,37,7748,858,599,6291
3,COCHABAMBA,30201,AIQUILE,37,42,8,6,28
3,COCHABAMBA,30202,PASORAPA,37,2,2,0,0
3,COCHABAMBA,30203,OMEREQUE,37,16,2,1,13
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),37,30,27,2,1
3,COCHABAMBA,30302,MOROCHATA,37,1,1,0,0
3,COCHABAMBA,30303,COCAPATA,37,2,0,1,1
3,COCHABAMBA,30401,TARATA,37,42,9,9,24
3,COCHABAMBA,30402,ANZALDO,37,17,12,0,5
3,COCHABAMBA,30403,ARBIETO,37,17,0,6,11
3,COCHABAMBA,30404,SACABAMBA,37,1,1,0,0
3,COCHABAMBA,30501,ARANI,37,29,16,2,11
3,COCHABAMBA,30502,VACAS,37,9,3,0,6
3,COCHABAMBA,30601,ARQUE,37,4,1,2,1
3,COCHABAMBA,30602,TACOPAYA,37,3,3,0,0
3,COCHABAMBA,30701,CAPINOTA,37,95,52,6,37
3,COCHABAMBA,30702,SANTIVAÑES,37,30,4,1,25
3,COCHABAMBA,30703,SICAYA,37,8,3,0,5
3,COCHABAMBA,30801,CLIZA,37,33,5,5,23
3,COCHABAMBA,30802,TOCO,37,7,2,3,2
3,COCHABAMBA,30803,TOLATA,37,29,20,4,5
3,COCHABAMBA,30901,QUILLACOLLO,37,1178,465,77,636
3,COCHABAMBA,30902,SIPE SIPE,37,227,100,12,115
3,COCHABAMBA,30903,TIQUIPAYA,37,248,90,18,140
3,COCHABAMBA,30904,VINTO,37,253,39,29,185
3,COCHABAMBA,30905,COLCAPIRHUA,37,192,78,25,89
3,COCHABAMBA,31001,SACABA,37,854,330,74,450
3,COCHABAMBA,31002,COLOMI,37,39,20,3,16
3,COCHABAMBA,31003,VILLA TUNARI,37,160,18,12,130
3,COCHABAMBA,31101,TAPACARI,37,17,7,2,8
3,COCHABAMBA,31201,TOTORA(CBBA),37,49,22,1,26
3,COCHABAMBA,31202,POJO (CBBA),37,15,12,0,3
3,COCHABAMBA,31203,POCONA,37,16,1,1,14
3,COCHABAMBA,31204,CHIMORE,37,160,2,11,147
3,COCHABAMBA,31205,PUERTO VILLARROEL,37,473,77,32,364
3,COCHABAMBA,31206,ENTRE RIOS CBBA,37,430,44,38,348
3,COCHABAMBA,31301,MIZQUE,37,79,26,3,50
3,COCHABAMBA,31302,VILA VILA,37,2,0,0,2
3,COCHABAMBA,31401,PUNATA,37,127,5,23,99
3,COCHABAMBA,31402,VILLA RIVERO,37,8,6,0,2
3,COCHABAMBA,31403,SAN BENITO,37,91,17,2,72
3,COCHABAMBA,31404,TACACHI,37,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,37,6,0,0,6
3,COCHABAMBA,31601,TIRAQUE (CBBA),37,13,3,4,6
3,COCHABAMBA,31602,SHINAOTA,37,262,80,9,173
4,ORURO,40101,ORURO,37,4422,2436,222,1764
4,ORURO,40102,CARACOLLO,37,30,14,10,6
4,ORURO,40104,SORACACHI,37,2,1,1,0
4,ORURO,40201,CHALLAPATA,37,141,125,3,13
4,ORURO,40202,SANTUARIO DE QUILLACAS,37,18,8,0,10
4,ORURO,40401,CURAHUARA DE CARANGAS,37,3,2,0,1
4,ORURO,40402,TURCO,37,3,2,0,1
4,ORURO,40501,HUACHACALLA,37,34,5,5,24
4,ORURO,40502,ESCARA,37,5,2,0,3
4,ORURO,40504,YUNGUYO DE LITORAL,37,1,0,0,1
4,ORURO,40505,ESMERALDA,37,7,1,0,6
4,ORURO,40601,POOPO,37,22,10,1,11
4,ORURO,40602,PAZÑA,37,3,3,0,0
4,ORURO,40603,ANTEQUERA,37,8,1,0,7
4,ORURO,40701,HUANUNI,37,504,115,25,364
4,ORURO,40702,MACHACAMARCA,37,37,24,1,12
4,ORURO,40801,SALINAS DE GARCI MENDOZA,37,12,9,0,3
4,ORURO,40802,PAMPA AULLAGAS,37,3,2,0,1
4,ORURO,40901,SABAYA,37,34,7,2,25
4,ORURO,40902,COIPASA,37,1,0,0,1
4,ORURO,41001,TOLEDO,37,11,5,2,4
4,ORURO,41101,EUCALIPTUS,37,41,5,4,32
4,ORURO,41201,ANDAMARCA,37,5,5,0,0
4,ORURO,41301,TOTORA(ORR),37,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,37,20,9,5,6
4,ORURO,41501,LA RIVERA,37,2,2,0,0
4,ORURO,41601,HUAYLLAMARCA,37,6,3,2,1
5,POTOSI,50101,POTOSI,37,3809,2882,121,806
5,POTOSI,50102,TINGUIPAYA,37,18,11,0,7
5,POTOSI,50103,YOCALLA,37,2,1,1,0
5,POTOSI,50104,BELEN DE URMIRI,37,5,5,0,0
5,POTOSI,50201,UNCIA,37,318,249,0,69
5,POTOSI,50202,CHAYANTA,37,41,17,1,23
5,POTOSI,50203,LLALLAGUA,37,887,679,17,191
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,37,17,15,2,0
5,POTOSI,50301,BETANZOS,37,269,203,5,61
5,POTOSI,50302,CHAQUI,37,10,10,0,0
5,POTOSI,50303,TACOBAMBA,37,26,26,0,0
5,POTOSI,50401,COLQUECHACA,37,34,26,1,7
5,POTOSI,50402,RAVELO,37,32,17,1,14
5,POTOSI,50403,POCOATA,37,42,22,6,14
5,POTOSI,50404,OCURI,37,53,23,1,29
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,37,12,4,1,7
5,POTOSI,50502,TORO TORO,37,41,28,1,12
5,POTOSI,50601,COTAGAITA,37,92,91,1,0
5,POTOSI,50602,VITICHI,37,90,87,0,3
5,POTOSI,50701,SACACA,37,11,8,3,0
5,POTOSI,50702,CARIPUYO,37,4,4,0,0
5,POTOSI,50801,TUPIZA,37,145,124,13,8
5,POTOSI,50802,ATOCHA,37,109,83,4,22
5,POTOSI,50901,"COLCHA ""K""",37,104,25,2,77
5,POTOSI,50902,SAN PEDRO DE QUEMES,37,4,4,0,0
5,POTOSI,51001,SAN PABLO DE LIPEZ,37,5,5,0,0
5,POTOSI,51101,PUNA,37,58,41,2,15
5,POTOSI,51102,"CAIZA ""D""",37,69,27,1,41
5,POTOSI,51103,CKOCHAS,37,19,18,1,0
5,POTOSI,51201,UYUNI,37,205,162,16,27
5,POTOSI,51202,TOMAVE,37,47,41,0,6
5,POTOSI,51203,PORCO,37,16,14,2,0
5,POTOSI,51301,ARAMPAMPA,37,4,4,0,0
5,POTOSI,51302,ACACIO,37,9,9,0,0
5,POTOSI,51401,LLICA,37,20,19,1,0
5,POTOSI,51402,TAHUA,37,20,16,1,3
5,POTOSI,51501,VILLAZON,37,595,457,17,121
5,POTOSI,51601,SAN AGUSTIN,37,13,12,0,1
6,TARIJA,60101,TARIJA,37,5991,1878,141,3972
6,TARIJA,60201,PADCAYA,37,197,118,0,79
6,TARIJA,60202,BERMEJO,37,518,429,14,75
6,TARIJA,60301,YACUIBA,37,1577,1248,69,260
6,TARIJA,60302,CARAPARI,37,236,78,2,156
6,TARIJA,60303,VILLA MONTES,37,483,211,11,261
6,TARIJA,60401,URIONDO (A. CONCEPCION),37,190,106,1,83
6,TARIJA,60402,YUNCHARA,37,27,14,0,13
6,TARIJA,60501,SAN LORENZO(TJA),37,585,335,4,246
